Executed Ipc Elapsed,Issued Warp Per Scheduler,Avg. Executed Instructions Per Scheduler,Block Size,Registers Per Thread,Threads,Waves Per SM,Block Limit Registers,Block Limit Warps,CPUPageFault,GPUPagePault,HtoD,DtoH,Costs,label,predicted label
0.0,0.08,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.11,0.05,265.87,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.11,0.05,265.87,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,1
0.11,0.05,265.87,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.12,0.05,265.87,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.12,0.05,265.87,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,0
0.12,0.05,265.87,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.12,0.05,262.31,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.12,0.05,262.31,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,0
0.12,0.05,262.31,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.11,0.05,259.81,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.11,0.05,259.81,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,1
0.11,0.05,259.81,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.12,0.05,259.81,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.12,0.05,259.81,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,0
0.12,0.05,259.81,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.07,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.11,0.05,259.81,16,16,43264,1.06,128,64,6,8,256.0,172.0,"0.020767204081632653, 0.020636979591836736, 0.9299646938775511, 0.018594734693877554, 0.29851426530612246, 0.29870467346938784, 0.020665367346938777",1,1
0.11,0.05,259.81,16,16,43264,1.06,128,64,0,0,0.0,0.0,"0.23121195918367346, 0.23063306122448982, 0.23052091836734698, 0.22531242857142858, 0.23420691836734697, 0.23040204081632648, 0.22556059183673471",1,1
0.11,0.05,259.81,16,16,43264,1.06,128,64,1,3,256.0,84.0,"0.22574406122448978, 0.22624224489795922, 0.22565959183673467, 0.2228230408163265, 0.24153067346938775, 0.24372408163265305, 0.22212422448979585",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,6,8,256.0,172.0,"0.004924673469387757, 0.006386020408163263, 0.00627408163265306, 0.006169714285714285, 0.0075007551020408155, 0.009286469387755104, 0.006464326530612245",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006383795918367345, 0.0067508163265306105, 0.00664626530612245, 0.006773999999999998, 0.006861979591836736, 0.007126999999999999, 0.006462183673469387",0,0
0.0,0.08,1.81,512,17,512,0.0,5,4,1,3,256.0,84.0,"0.0043838775510204086, 0.005757877551020408, 0.012664734693877551, 0.005464081632653061, 0.005562448979591838, 0.007531428571428572, 0.005641591836734694",0,0
0.0,0.03,0.13,16,16,16,0.0,128,64,2,1,4.0,4.0,"0.01956, 0.003694102040816327, 0.005397673469387754, 0.003015775510204081, 0.004057244897959184, 0.004086040816326531, 0.0036843877551020416",1,1
0.0,0.03,0.13,16,16,16,0.0,128,64,0,0,0.0,0.0,"0.0033265510204081644, 0.007140244897959183, 0.008143755102040816, 0.008249448979591836, 0.004145448979591837, 0.005384183673469389, 0.007105591836734693",1,0
0.0,0.03,0.13,16,16,16,0.0,128,64,0,0,0.0,0.0,"0.025639714285714287, 0.0030536734693877546, 0.0018699999999999997, 0.001877959183673469, 0.003629387755102041, 0.004356938775510205, 0.0030675510204081634",0,0
0.15,0.05,579.98,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.15,0.05,579.98,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.15,0.05,579.98,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,579.98,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.15,0.05,579.98,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.15,0.05,579.98,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,574.72,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.15,0.05,574.72,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.15,0.05,574.72,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,570.97,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.15,0.05,570.97,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.15,0.05,570.97,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.06,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.06,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.06,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,565.76,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,1
0.15,0.05,565.76,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,1
0.15,0.05,565.76,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,562.06,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,1
0.15,0.05,562.06,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,1
0.15,0.05,562.06,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.14,0.05,562.06,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,2
0.14,0.05,562.06,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,6
0.14,0.05,562.06,16,16,92416,2.26,128,64,1,2,512.0,148.0,"0.508116142857143, 0.48109685714285716, 0.4907407959183674, 0.48951908163265306, 0.5144154489795918, 0.5128724285714286, 0.49594516326530613",0,5
0.0,0.07,1.75,512,17,512,0.0,5,4,9,5,512.0,364.0,"0.004965612244897959, 0.005648632653061225, 0.005587122448979593, 0.0057370408163265295, 0.007440448979591837, 0.008846755102040818, 0.0058887346938775505",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,0,0,0.0,0.0,"0.006146428571428572, 0.006061755102040816, 0.006274306122448981, 0.006204183673469387, 0.006664979591836735, 0.006522897959183672, 0.006239795918367348",0,0
0.0,0.07,1.75,512,17,512,0.0,5,4,1,2,512.0,148.0,"0.0038275510204081632, 0.0050808163265306135, 0.013346877551020406, 0.004856122448979592, 0.00505, 0.006899102040816327, 0.005053877551020409",0,0
0.15,0.05,562.06,16,16,92416,2.26,128,64,9,5,512.0,364.0,"0.03114269387755103, 0.031075102040816323, 2.5417501836734693, 0.028431285714285718, 0.41435191836734686, 0.4147834693877551, 0.031171265306122454",1,1
0.15,0.05,562.06,16,16,92416,2.26,128,64,0,0,0.0,0.0,"0.48325975510204083, 0.48266653061224496, 0.5087554489795919, 0.49280024489795926, 0.5233732857142858, 0.5021518571428571, 0.4996987959183674",1,1
